@relation './imbalanced dataset/cod-rna.libsvm-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute att_5 numeric
@attribute att_6 numeric
@attribute att_7 numeric
@attribute att_8 numeric
@attribute class {-1,1}

@data
{0 -498,1 86,2 0.218391,3 0.16092,4 0.310345,5 0.197674,6 0.244186,7 0.255814,8 1}
{0 -548,1 85,2 0.218391,3 0.16092,4 0.310345,5 0.176471,6 0.235294,7 0.270588,8 1}
{0 -505,1 75,2 0.218391,3 0.16092,4 0.310345,5 0.2,6 0.24,7 0.24,8 1}
{0 -480,1 76,2 0.218391,3 0.16092,4 0.310345,5 0.236842,6 0.223684,7 0.276316,8 1}
{0 -450,1 76,2 0.218391,3 0.16092,4 0.310345,5 0.223684,6 0.236842,7 0.289474,8 1}
{0 -467,1 75,2 0.218391,3 0.16092,4 0.310345,5 0.226667,6 0.266667,7 0.24,8 1}
{0 -296,1 70,2 0.218391,3 0.16092,4 0.310345,5 0.371429,6 0.242857,7 0.228571,8 1}
{0 -518,1 77,2 0.218391,3 0.16092,4 0.310345,5 0.168831,6 0.181818,7 0.324675,8 1}
{0 -460,1 77,2 0.218391,3 0.16092,4 0.310345,5 0.246753,6 0.233766,7 0.25974,8 1}
{0 -471,1 75,2 0.218391,3 0.16092,4 0.310345,5 0.24,6 0.16,7 0.28,8 1}
{0 -610,1 85,2 0.218391,3 0.16092,4 0.310345,5 0.2,6 0.176471,7 0.317647,8 1}
{0 -476,1 76,2 0.218391,3 0.16092,4 0.310345,5 0.210526,6 0.236842,7 0.236842,8 1}
{0 -570,1 88,2 0.193182,3 0.181818,4 0.318182,5 0.247191,6 0.213483,7 0.258427,8 1}
{0 -513,1 88,2 0.193182,3 0.181818,4 0.318182,5 0.295455,6 0.227273,7 0.238636,8 1}
{0 -350,1 78,2 0.193182,3 0.181818,4 0.318182,5 0.333333,6 0.282051,7 0.230769,8 1}
{0 -636,1 85,2 0.193182,3 0.181818,4 0.318182,5 0.141176,6 0.2,7 0.294118,8 1}
{0 -340,1 77,2 0.193182,3 0.181818,4 0.318182,5 0.350649,6 0.376623,7 0.142857,8 1}
{0 -492,1 76,2 0.193182,3 0.181818,4 0.318182,5 0.223684,6 0.236842,7 0.263158,8 1}
{0 -544,1 77,2 0.193182,3 0.181818,4 0.318182,5 0.194805,6 0.246753,7 0.233766,8 1}
{0 -444,1 76,2 0.193182,3 0.181818,4 0.318182,5 0.263158,6 0.276316,7 0.210526,8 1}
{0 -510,1 75,2 0.193182,3 0.181818,4 0.318182,5 0.213333,6 0.266667,7 0.253333,8 1}
{0 -545,1 76,2 0.193182,3 0.181818,4 0.318182,5 0.197368,6 0.197368,7 0.276316,8 1}
{0 -308,1 72,2 0.193182,3 0.181818,4 0.318182,5 0.402778,6 0.375,7 0.125,8 1}
{0 -707,1 88,2 0.193182,3 0.181818,4 0.318182,5 0.170455,6 0.159091,7 0.352273,8 1}
{0 -594,1 88,2 0.193182,3 0.181818,4 0.318182,5 0.215909,6 0.181818,7 0.272727,8 1}
{0 -573,1 86,2 0.193182,3 0.181818,4 0.318182,5 0.197674,6 0.244186,7 0.255814,8 1}
{0 -598,1 85,2 0.193182,3 0.181818,4 0.318182,5 0.176471,6 0.235294,7 0.270588,8 1}
{0 -567,1 75,2 0.193182,3 0.181818,4 0.318182,5 0.2,6 0.24,7 0.24,8 1}
{0 -516,1 76,2 0.193182,3 0.181818,4 0.318182,5 0.236842,6 0.223684,7 0.276316,8 1}
{0 -466,1 76,2 0.193182,3 0.181818,4 0.318182,5 0.223684,6 0.236842,7 0.289474,8 1}
{0 -485,1 75,2 0.193182,3 0.181818,4 0.318182,5 0.226667,6 0.266667,7 0.24,8 1}
{0 -328,1 70,2 0.193182,3 0.181818,4 0.318182,5 0.371429,6 0.242857,7 0.228571,8 1}
{0 -536,1 77,2 0.193182,3 0.181818,4 0.318182,5 0.168831,6 0.181818,7 0.324675,8 1}
{0 -478,1 77,2 0.193182,3 0.181818,4 0.318182,5 0.246753,6 0.233766,7 0.25974,8 1}
{0 -505,1 75,2 0.193182,3 0.181818,4 0.318182,5 0.24,6 0.16,7 0.28,8 1}
{0 -657,1 85,2 0.193182,3 0.181818,4 0.318182,5 0.2,6 0.176471,7 0.317647,8 1}
{0 -502,1 76,2 0.193182,3 0.181818,4 0.318182,5 0.210526,6 0.236842,7 0.236842,8 1}
{0 -598,1 84,2 0.170455,3 0.147727,4 0.329545,5 0.22619,6 0.238095,7 0.25,8 1}
{0 -575,1 83,2 0.170455,3 0.147727,4 0.329545,5 0.228916,6 0.216867,7 0.240964,8 1}
{0 -396,1 74,2 0.170455,3 0.147727,4 0.329545,5 0.378378,6 0.283784,7 0.162162,8 1}
{0 -655,1 85,2 0.170455,3 0.147727,4 0.329545,5 0.141176,6 0.2,7 0.294118,8 1}
{0 -500,1 76,2 0.170455,3 0.147727,4 0.329545,5 0.276316,6 0.276316,7 0.223684,8 1}
{0 -507,1 76,2 0.170455,3 0.147727,4 0.329545,5 0.210526,6 0.263158,7 0.236842,8 1}
{0 -583,1 77,2 0.170455,3 0.147727,4 0.329545,5 0.194805,6 0.233766,7 0.246753,8 1}
{0 -500,1 78,2 0.170455,3 0.147727,4 0.329545,5 0.230769,6 0.294872,7 0.24359,8 1}
{0 -484,1 75,2 0.170455,3 0.147727,4 0.329545,5 0.226667,6 0.266667,7 0.253333,8 1}
{0 -566,1 76,2 0.170455,3 0.147727,4 0.329545,5 0.197368,6 0.184211,7 0.302632,8 1}
{0 -520,1 76,2 0.170455,3 0.147727,4 0.329545,5 0.197368,6 0.197368,7 0.289474,8 1}
{0 -699,1 88,2 0.170455,3 0.147727,4 0.329545,5 0.215909,6 0.193182,7 0.318182,8 1}
{0 -425,1 86,2 0.170455,3 0.147727,4 0.329545,5 0.337209,6 0.372093,7 0.116279,8 1}
{0 -591,1 86,2 0.170455,3 0.147727,4 0.329545,5 0.22093,6 0.244186,7 0.232558,8 1}
{0 -615,1 86,2 0.170455,3 0.147727,4 0.329545,5 0.197674,6 0.209302,7 0.267442,8 1}
{0 -518,1 75,2 0.170455,3 0.147727,4 0.329545,5 0.266667,6 0.226667,7 0.24,8 1}
{0 -606,1 76,2 0.170455,3 0.147727,4 0.329545,5 0.197368,6 0.184211,7 0.276316,8 1}
{0 -469,1 77,2 0.170455,3 0.147727,4 0.329545,5 0.220779,6 0.220779,7 0.285714,8 1}
{0 -484,1 76,2 0.170455,3 0.147727,4 0.329545,5 0.236842,6 0.25,7 0.236842,8 1}
{0 -506,1 75,2 0.170455,3 0.147727,4 0.329545,5 0.226667,6 0.266667,7 0.24,8 1}
{0 -556,1 77,2 0.170455,3 0.147727,4 0.329545,5 0.194805,6 0.168831,7 0.324675,8 1}
{0 -384,1 72,2 0.170455,3 0.147727,4 0.329545,5 0.361111,6 0.347222,7 0.180556,8 1}
{0 -521,1 75,2 0.170455,3 0.147727,4 0.329545,5 0.253333,6 0.173333,7 0.266667,8 1}
{0 -595,1 85,2 0.170455,3 0.147727,4 0.329545,5 0.223529,6 0.188235,7 0.317647,8 1}
{0 -500,1 76,2 0.170455,3 0.147727,4 0.329545,5 0.210526,6 0.236842,7 0.236842,8 1}
{0 -632,1 87,2 0.181818,3 0.159091,4 0.318182,5 0.195402,6 0.241379,7 0.241379,8 1}
{0 -523,1 88,2 0.181818,3 0.159091,4 0.318182,5 0.295455,6 0.238636,7 0.238636,8 1}
{0 -566,1 85,2 0.181818,3 0.159091,4 0.318182,5 0.2,6 0.294118,7 0.211765,8 1}
{0 -635,1 77,2 0.181818,3 0.159091,4 0.318182,5 0.181818,6 0.155844,7 0.324675,8 1}
{0 -565,1 77,2 0.181818,3 0.159091,4 0.318182,5 0.168831,6 0.220779,7 0.285714,8 1}
{0 -544,1 76,2 0.181818,3 0.159091,4 0.318182,5 0.171053,6 0.236842,7 0.25,8 1}
{0 -590,1 77,2 0.181818,3 0.159091,4 0.318182,5 0.142857,6 0.181818,7 0.311688,8 1}
{0 -484,1 75,2 0.181818,3 0.159091,4 0.318182,5 0.226667,6 0.2,7 0.306667,8 1}
{0 -494,1 75,2 0.181818,3 0.159091,4 0.318182,5 0.213333,6 0.253333,7 0.266667,8 1}
{0 -547,1 75,2 0.181818,3 0.159091,4 0.318182,5 0.253333,6 0.266667,7 0.24,8 1}
{0 -484,1 75,2 0.181818,3 0.159091,4 0.318182,5 0.213333,6 0.253333,7 0.266667,8 1}
{0 -633,1 88,2 0.181818,3 0.159091,4 0.318182,5 0.2,6 0.233333,7 0.255556,8 1}
{0 -541,1 88,2 0.181818,3 0.159091,4 0.318182,5 0.244444,6 0.355556,7 0.166667,8 1}
{0 -582,1 85,2 0.181818,3 0.159091,4 0.318182,5 0.2,6 0.235294,7 0.258824,8 1}
{0 -546,1 76,2 0.181818,3 0.159091,4 0.318182,5 0.236842,6 0.263158,7 0.236842,8 1}
{0 -524,1 76,2 0.181818,3 0.159091,4 0.318182,5 0.263158,6 0.236842,7 0.223684,8 1}
{0 -611,1 77,2 0.181818,3 0.159091,4 0.318182,5 0.168831,6 0.220779,7 0.272727,8 1}
{0 -506,1 76,2 0.181818,3 0.159091,4 0.318182,5 0.184211,6 0.25,7 0.25,8 1}
{0 -481,1 75,2 0.181818,3 0.159091,4 0.318182,5 0.213333,6 0.253333,7 0.253333,8 1}
{0 -532,1 75,2 0.181818,3 0.159091,4 0.318182,5 0.186667,6 0.24,7 0.253333,8 1}
{0 -614,1 77,2 0.181818,3 0.159091,4 0.318182,5 0.181818,6 0.142857,7 0.350649,8 1}
{0 -371,1 72,2 0.181818,3 0.159091,4 0.318182,5 0.277778,6 0.277778,7 0.263889,8 1}
{0 -559,1 75,2 0.181818,3 0.159091,4 0.318182,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -672,1 85,2 0.181818,3 0.159091,4 0.318182,5 0.188235,6 0.235294,7 0.258824,8 1}
{0 -569,1 76,2 0.181818,3 0.159091,4 0.318182,5 0.197368,6 0.223684,7 0.25,8 1}
{0 -642,1 86,2 0.186047,3 0.162791,4 0.313953,5 0.195402,6 0.229885,7 0.241379,8 1}
{0 -468,1 85,2 0.186047,3 0.162791,4 0.313953,5 0.294118,6 0.270588,7 0.188235,8 1}
{0 -586,1 85,2 0.186047,3 0.162791,4 0.313953,5 0.164706,6 0.235294,7 0.258824,8 1}
{0 -567,1 76,2 0.186047,3 0.162791,4 0.313953,5 0.144737,6 0.197368,7 0.315789,8 1}
{0 -472,1 76,2 0.186047,3 0.162791,4 0.313953,5 0.210526,6 0.223684,7 0.276316,8 1}
{0 -473,1 77,2 0.186047,3 0.162791,4 0.313953,5 0.220779,6 0.272727,7 0.207792,8 1}
{0 -416,1 75,2 0.186047,3 0.162791,4 0.313953,5 0.293333,6 0.253333,7 0.213333,8 1}
{0 -542,1 75,2 0.186047,3 0.162791,4 0.313953,5 0.16,6 0.253333,7 0.253333,8 1}
{0 -583,1 76,2 0.186047,3 0.162791,4 0.313953,5 0.157895,6 0.197368,7 0.289474,8 1}
{0 -453,1 77,2 0.186047,3 0.162791,4 0.313953,5 0.272727,6 0.272727,7 0.207792,8 1}
{0 -484,1 76,2 0.186047,3 0.162791,4 0.313953,5 0.197368,6 0.197368,7 0.276316,8 1}
{0 -606,1 86,2 0.186047,3 0.162791,4 0.313953,5 0.228261,6 0.184783,7 0.282609,8 1}
{0 -562,1 85,2 0.186047,3 0.162791,4 0.313953,5 0.211765,6 0.247059,7 0.235294,8 1}
{0 -619,1 85,2 0.186047,3 0.162791,4 0.313953,5 0.164706,6 0.223529,7 0.270588,8 1}
{0 -571,1 75,2 0.186047,3 0.162791,4 0.313953,5 0.186667,6 0.186667,7 0.293333,8 1}
{0 -625,1 78,2 0.186047,3 0.162791,4 0.313953,5 0.141026,6 0.192308,7 0.333333,8 1}
{0 -462,1 76,2 0.186047,3 0.162791,4 0.313953,5 0.263158,6 0.263158,7 0.223684,8 1}
{0 -490,1 76,2 0.186047,3 0.162791,4 0.313953,5 0.210526,6 0.25,7 0.276316,8 1}
{0 -453,1 77,2 0.186047,3 0.162791,4 0.313953,5 0.233766,6 0.246753,7 0.25974,8 1}
{0 -538,1 78,2 0.186047,3 0.162791,4 0.313953,5 0.230769,6 0.192308,7 0.282051,8 1}
{0 -512,1 77,2 0.186047,3 0.162791,4 0.313953,5 0.207792,6 0.168831,7 0.337662,8 1}
{0 -564,1 75,2 0.186047,3 0.162791,4 0.313953,5 0.213333,6 0.133333,7 0.32,8 1}
{0 -527,1 75,2 0.186047,3 0.162791,4 0.313953,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -504,1 86,2 0.186047,3 0.162791,4 0.313953,5 0.233333,6 0.344444,7 0.188889,8 1}
{0 -475,1 76,2 0.186047,3 0.162791,4 0.313953,5 0.197368,6 0.236842,7 0.25,8 1}
{0 -449,1 85,2 0.317647,3 0.235294,4 0.211765,5 0.183908,6 0.241379,7 0.252874,8 1}
{0 -205,1 75,2 0.317647,3 0.235294,4 0.211765,5 0.4,6 0.253333,7 0.186667,8 1}
{0 -431,1 85,2 0.317647,3 0.235294,4 0.211765,5 0.22093,6 0.22093,7 0.255814,8 1}
{0 -357,1 77,2 0.317647,3 0.235294,4 0.211765,5 0.246753,6 0.233766,7 0.272727,8 1}
{0 -416,1 76,2 0.317647,3 0.235294,4 0.211765,5 0.144737,6 0.223684,7 0.289474,8 1}
{0 -409,1 76,2 0.317647,3 0.235294,4 0.211765,5 0.118421,6 0.210526,7 0.315789,8 1}
{0 -313,1 75,2 0.317647,3 0.235294,4 0.211765,5 0.12,6 0.28,7 0.266667,8 1}
{0 -329,1 75,2 0.317647,3 0.235294,4 0.211765,5 0.2,6 0.266667,7 0.253333,8 1}
{0 -375,1 77,2 0.317647,3 0.235294,4 0.211765,5 0.207792,6 0.207792,7 0.25974,8 1}
{0 -203,1 71,2 0.317647,3 0.235294,4 0.211765,5 0.366197,6 0.352113,7 0.169014,8 1}
{0 -499,1 85,2 0.317647,3 0.235294,4 0.211765,5 0.211111,6 0.211111,7 0.288889,8 1}
{0 -475,1 85,2 0.317647,3 0.235294,4 0.211765,5 0.204545,6 0.181818,7 0.272727,8 1}
{0 -425,1 85,2 0.317647,3 0.235294,4 0.211765,5 0.188235,6 0.247059,7 0.235294,8 1}
{0 -436,1 85,2 0.317647,3 0.235294,4 0.211765,5 0.188235,6 0.223529,7 0.270588,8 1}
{0 -360,1 76,2 0.317647,3 0.235294,4 0.211765,5 0.210526,6 0.263158,7 0.223684,8 1}
{0 -404,1 78,2 0.317647,3 0.235294,4 0.211765,5 0.192308,6 0.230769,7 0.282051,8 1}
{0 -159,1 70,2 0.317647,3 0.235294,4 0.211765,5 0.385714,6 0.285714,7 0.214286,8 1}
{0 -351,1 75,2 0.317647,3 0.235294,4 0.211765,5 0.2,6 0.186667,7 0.293333,8 1}
{0 -186,1 74,2 0.317647,3 0.235294,4 0.211765,5 0.337838,6 0.351351,7 0.148649,8 1}
{0 -433,1 76,2 0.317647,3 0.235294,4 0.211765,5 0.171053,6 0.144737,7 0.342105,8 1}
{0 -235,1 74,2 0.317647,3 0.235294,4 0.211765,5 0.283784,6 0.310811,7 0.202703,8 1}
{0 -355,1 75,2 0.317647,3 0.235294,4 0.211765,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -478,1 85,2 0.317647,3 0.235294,4 0.211765,5 0.176471,6 0.2,7 0.305882,8 1}
{0 -375,1 78,2 0.317647,3 0.235294,4 0.211765,5 0.230769,6 0.217949,7 0.269231,8 1}
{0 -565,1 87,2 0.247191,3 0.213483,4 0.258427,5 0.195402,6 0.241379,7 0.241379,8 1}
{0 -481,1 88,2 0.247191,3 0.213483,4 0.258427,5 0.295455,6 0.238636,7 0.238636,8 1}
{0 -470,1 85,2 0.247191,3 0.213483,4 0.258427,5 0.2,6 0.294118,7 0.211765,8 1}
{0 -542,1 77,2 0.247191,3 0.213483,4 0.258427,5 0.181818,6 0.155844,7 0.324675,8 1}
{0 -461,1 77,2 0.247191,3 0.213483,4 0.258427,5 0.168831,6 0.220779,7 0.285714,8 1}
{0 -433,1 76,2 0.247191,3 0.213483,4 0.258427,5 0.171053,6 0.236842,7 0.25,8 1}
{0 -493,1 77,2 0.247191,3 0.213483,4 0.258427,5 0.142857,6 0.181818,7 0.311688,8 1}
{0 -417,1 75,2 0.247191,3 0.213483,4 0.258427,5 0.226667,6 0.2,7 0.306667,8 1}
{0 -368,1 75,2 0.247191,3 0.213483,4 0.258427,5 0.213333,6 0.253333,7 0.266667,8 1}
{0 -421,1 75,2 0.247191,3 0.213483,4 0.258427,5 0.253333,6 0.266667,7 0.24,8 1}
{0 -351,1 75,2 0.247191,3 0.213483,4 0.258427,5 0.213333,6 0.253333,7 0.266667,8 1}
{0 -519,1 89,2 0.247191,3 0.213483,4 0.258427,5 0.2,6 0.233333,7 0.255556,8 1}
{0 -441,1 89,2 0.247191,3 0.213483,4 0.258427,5 0.244444,6 0.355556,7 0.166667,8 1}
{0 -510,1 85,2 0.247191,3 0.213483,4 0.258427,5 0.2,6 0.235294,7 0.258824,8 1}
{0 -425,1 76,2 0.247191,3 0.213483,4 0.258427,5 0.236842,6 0.263158,7 0.236842,8 1}
{0 -409,1 76,2 0.247191,3 0.213483,4 0.258427,5 0.263158,6 0.236842,7 0.223684,8 1}
{0 -498,1 77,2 0.247191,3 0.213483,4 0.258427,5 0.168831,6 0.220779,7 0.272727,8 1}
{0 -387,1 76,2 0.247191,3 0.213483,4 0.258427,5 0.184211,6 0.25,7 0.25,8 1}
{0 -370,1 75,2 0.247191,3 0.213483,4 0.258427,5 0.213333,6 0.253333,7 0.253333,8 1}
{0 -405,1 75,2 0.247191,3 0.213483,4 0.258427,5 0.186667,6 0.24,7 0.253333,8 1}
{0 -512,1 77,2 0.247191,3 0.213483,4 0.258427,5 0.181818,6 0.142857,7 0.350649,8 1}
{0 -264,1 72,2 0.247191,3 0.213483,4 0.258427,5 0.277778,6 0.277778,7 0.263889,8 1}
{0 -480,1 75,2 0.247191,3 0.213483,4 0.258427,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -533,1 85,2 0.247191,3 0.213483,4 0.258427,5 0.188235,6 0.235294,7 0.258824,8 1}
{0 -444,1 76,2 0.247191,3 0.213483,4 0.258427,5 0.197368,6 0.223684,7 0.25,8 1}
{0 -595,1 84,2 0.22619,3 0.238095,4 0.25,5 0.229885,6 0.195402,7 0.264368,8 1}
{0 -295,1 74,2 0.22619,3 0.238095,4 0.25,5 0.391892,6 0.256757,7 0.189189,8 1}
{0 -573,1 84,2 0.22619,3 0.238095,4 0.25,5 0.164706,6 0.211765,7 0.282353,8 1}
{0 -385,1 77,2 0.22619,3 0.238095,4 0.25,5 0.272727,6 0.272727,7 0.220779,8 1}
{0 -503,1 76,2 0.22619,3 0.238095,4 0.25,5 0.157895,6 0.223684,7 0.289474,8 1}
{0 -559,1 74,2 0.22619,3 0.238095,4 0.25,5 0.148649,6 0.216216,7 0.27027,8 1}
{0 -448,1 75,2 0.22619,3 0.238095,4 0.25,5 0.12,6 0.266667,7 0.28,8 1}
{0 -428,1 75,2 0.22619,3 0.238095,4 0.25,5 0.213333,6 0.293333,7 0.226667,8 1}
{0 -495,1 78,2 0.22619,3 0.238095,4 0.25,5 0.179487,6 0.217949,7 0.294872,8 1}
{0 -338,1 67,2 0.22619,3 0.238095,4 0.25,5 0.328358,6 0.358209,7 0.179104,8 1}
{0 -459,1 76,2 0.22619,3 0.238095,4 0.25,5 0.184211,6 0.223684,7 0.263158,8 1}
{0 -603,1 84,2 0.22619,3 0.238095,4 0.25,5 0.193548,6 0.16129,7 0.301075,8 1}
{0 -582,1 84,2 0.22619,3 0.238095,4 0.25,5 0.176471,6 0.270588,7 0.247059,8 1}
{0 -525,1 84,2 0.22619,3 0.238095,4 0.25,5 0.2,6 0.211765,7 0.270588,8 1}
{0 -408,1 76,2 0.22619,3 0.238095,4 0.25,5 0.263158,6 0.25,7 0.236842,8 1}
{0 -498,1 78,2 0.22619,3 0.238095,4 0.25,5 0.179487,6 0.179487,7 0.333333,8 1}
{0 -245,1 72,2 0.22619,3 0.238095,4 0.25,5 0.402778,6 0.222222,7 0.236111,8 1}
{0 -427,1 76,2 0.22619,3 0.238095,4 0.25,5 0.223684,6 0.210526,7 0.276316,8 1}
{0 -279,1 74,2 0.22619,3 0.238095,4 0.25,5 0.351351,6 0.324324,7 0.162162,8 1}
{0 -516,1 76,2 0.22619,3 0.238095,4 0.25,5 0.171053,6 0.157895,7 0.328947,8 1}
{0 -447,1 77,2 0.22619,3 0.238095,4 0.25,5 0.220779,6 0.220779,7 0.272727,8 1}
{0 -434,1 75,2 0.22619,3 0.238095,4 0.25,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -508,1 84,2 0.22619,3 0.238095,4 0.25,5 0.178571,6 0.202381,7 0.309524,8 1}
{0 -424,1 77,2 0.22619,3 0.238095,4 0.25,5 0.181818,6 0.285714,7 0.246753,8 1}
{0 -649,1 86,2 0.186047,3 0.197674,4 0.302326,5 0.206897,6 0.195402,7 0.275862,8 1}
{0 -543,1 83,2 0.186047,3 0.197674,4 0.302326,5 0.228916,6 0.216867,7 0.240964,8 1}
{0 -510,1 85,2 0.186047,3 0.197674,4 0.302326,5 0.258824,6 0.247059,7 0.223529,8 1}
{0 -616,1 76,2 0.186047,3 0.197674,4 0.302326,5 0.157895,6 0.157895,7 0.328947,8 1}
{0 -482,1 77,2 0.186047,3 0.197674,4 0.302326,5 0.168831,6 0.220779,7 0.285714,8 1}
{0 -531,1 75,2 0.186047,3 0.197674,4 0.302326,5 0.146667,6 0.226667,7 0.266667,8 1}
{0 -508,1 77,2 0.186047,3 0.197674,4 0.302326,5 0.168831,6 0.207792,7 0.272727,8 1}
{0 -477,1 75,2 0.186047,3 0.197674,4 0.302326,5 0.2,6 0.213333,7 0.306667,8 1}
{0 -446,1 75,2 0.186047,3 0.197674,4 0.302326,5 0.213333,6 0.266667,7 0.253333,8 1}
{0 -531,1 77,2 0.186047,3 0.197674,4 0.302326,5 0.194805,6 0.194805,7 0.298701,8 1}
{0 -506,1 76,2 0.186047,3 0.197674,4 0.302326,5 0.210526,6 0.184211,7 0.289474,8 1}
{0 -580,1 86,2 0.186047,3 0.197674,4 0.302326,5 0.25,6 0.173913,7 0.26087,8 1}
{0 -378,1 72,2 0.186047,3 0.197674,4 0.302326,5 0.263889,6 0.305556,7 0.166667,8 1}
{0 -556,1 85,2 0.186047,3 0.197674,4 0.302326,5 0.2,6 0.258824,7 0.235294,8 1}
{0 -518,1 75,2 0.186047,3 0.197674,4 0.302326,5 0.2,6 0.2,7 0.28,8 1}
{0 -450,1 76,2 0.186047,3 0.197674,4 0.302326,5 0.25,6 0.223684,7 0.236842,8 1}
{0 -476,1 77,2 0.186047,3 0.197674,4 0.302326,5 0.207792,6 0.25974,7 0.233766,8 1}
{0 -463,1 76,2 0.186047,3 0.197674,4 0.302326,5 0.197368,6 0.197368,7 0.315789,8 1}
{0 -455,1 74,2 0.186047,3 0.197674,4 0.302326,5 0.22973,6 0.22973,7 0.27027,8 1}
{0 -523,1 75,2 0.186047,3 0.197674,4 0.302326,5 0.2,6 0.186667,7 0.293333,8 1}
{0 -547,1 77,2 0.186047,3 0.197674,4 0.302326,5 0.194805,6 0.155844,7 0.337662,8 1}
{0 -384,1 75,2 0.186047,3 0.197674,4 0.302326,5 0.293333,6 0.2,7 0.24,8 1}
{0 -499,1 75,2 0.186047,3 0.197674,4 0.302326,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -438,1 76,2 0.186047,3 0.197674,4 0.302326,5 0.210526,6 0.236842,7 0.236842,8 1}
{0 -485,1 76,2 0.186047,3 0.197674,4 0.302326,5 0.223684,6 0.236842,7 0.236842,8 1}
{0 -502,1 87,2 0.195402,3 0.241379,4 0.241379,5 0.295455,6 0.227273,7 0.238636,8 1}
{0 -317,1 78,2 0.195402,3 0.241379,4 0.241379,5 0.333333,6 0.282051,7 0.230769,8 1}
{0 -603,1 85,2 0.195402,3 0.241379,4 0.241379,5 0.141176,6 0.2,7 0.294118,8 1}
{0 -318,1 77,2 0.195402,3 0.241379,4 0.241379,5 0.350649,6 0.376623,7 0.142857,8 1}
{0 -508,1 76,2 0.195402,3 0.241379,4 0.241379,5 0.223684,6 0.236842,7 0.263158,8 1}
{0 -496,1 77,2 0.195402,3 0.241379,4 0.241379,5 0.194805,6 0.246753,7 0.233766,8 1}
{0 -400,1 76,2 0.195402,3 0.241379,4 0.241379,5 0.263158,6 0.276316,7 0.210526,8 1}
{0 -471,1 75,2 0.195402,3 0.241379,4 0.241379,5 0.213333,6 0.266667,7 0.253333,8 1}
{0 -520,1 76,2 0.195402,3 0.241379,4 0.241379,5 0.197368,6 0.197368,7 0.276316,8 1}
{0 -284,1 72,2 0.195402,3 0.241379,4 0.241379,5 0.402778,6 0.375,7 0.125,8 1}
{0 -628,1 87,2 0.195402,3 0.241379,4 0.241379,5 0.170455,6 0.159091,7 0.352273,8 1}
{0 -612,1 87,2 0.195402,3 0.241379,4 0.241379,5 0.215909,6 0.181818,7 0.272727,8 1}
{0 -559,1 86,2 0.195402,3 0.241379,4 0.241379,5 0.197674,6 0.244186,7 0.255814,8 1}
{0 -580,1 85,2 0.195402,3 0.241379,4 0.241379,5 0.176471,6 0.235294,7 0.270588,8 1}
{0 -507,1 75,2 0.195402,3 0.241379,4 0.241379,5 0.2,6 0.24,7 0.24,8 1}
{0 -457,1 76,2 0.195402,3 0.241379,4 0.241379,5 0.236842,6 0.223684,7 0.276316,8 1}
{0 -437,1 76,2 0.195402,3 0.241379,4 0.241379,5 0.223684,6 0.236842,7 0.289474,8 1}
{0 -454,1 75,2 0.195402,3 0.241379,4 0.241379,5 0.226667,6 0.266667,7 0.24,8 1}
{0 -293,1 70,2 0.195402,3 0.241379,4 0.241379,5 0.371429,6 0.242857,7 0.228571,8 1}
{0 -512,1 77,2 0.195402,3 0.241379,4 0.241379,5 0.168831,6 0.181818,7 0.324675,8 1}
{0 -459,1 77,2 0.195402,3 0.241379,4 0.241379,5 0.246753,6 0.233766,7 0.25974,8 1}
{0 -492,1 75,2 0.195402,3 0.241379,4 0.241379,5 0.24,6 0.16,7 0.28,8 1}
{0 -605,1 85,2 0.195402,3 0.241379,4 0.241379,5 0.2,6 0.176471,7 0.317647,8 1}
{0 -485,1 76,2 0.195402,3 0.241379,4 0.241379,5 0.210526,6 0.236842,7 0.236842,8 1}
{0 -628,1 87,2 0.206897,3 0.195402,4 0.275862,5 0.229885,6 0.195402,7 0.264368,8 1}
{0 -334,1 74,2 0.206897,3 0.195402,4 0.275862,5 0.391892,6 0.256757,7 0.189189,8 1}
{0 -613,1 85,2 0.206897,3 0.195402,4 0.275862,5 0.164706,6 0.211765,7 0.282353,8 1}
{0 -408,1 77,2 0.206897,3 0.195402,4 0.275862,5 0.272727,6 0.272727,7 0.220779,8 1}
{0 -529,1 76,2 0.206897,3 0.195402,4 0.275862,5 0.157895,6 0.223684,7 0.289474,8 1}
{0 -540,1 74,2 0.206897,3 0.195402,4 0.275862,5 0.148649,6 0.216216,7 0.27027,8 1}
{0 -452,1 75,2 0.206897,3 0.195402,4 0.275862,5 0.12,6 0.266667,7 0.28,8 1}
{0 -424,1 75,2 0.206897,3 0.195402,4 0.275862,5 0.213333,6 0.293333,7 0.226667,8 1}
{0 -508,1 78,2 0.206897,3 0.195402,4 0.275862,5 0.179487,6 0.217949,7 0.294872,8 1}
{0 -320,1 67,2 0.206897,3 0.195402,4 0.275862,5 0.328358,6 0.358209,7 0.179104,8 1}
